state,bill_name,bill_summary,status,bill_url,lastAction_date,lastAction_main
VA,HJR650,Constitutional amendment (first resolution); Virginia Redistricting Commission. Establishes the Virginia Redistricting Commission to redraw congressional and General Assembly district boundaries after each decennial census. Appointments to the 13-mem...,Intro,https://legiscan.com/VA/bill/HJR650/2019,2019-02-05,To House Privileges and Elections Committee
VA,SJR300,Constitutional amendment (first resolution); Virginia Redistricting Commission. Establishes the Virginia Redistricting Commission to redraw congressional and General Assembly district boundaries after each decennial census. Appointments to the 13-mem...,Intro,https://legiscan.com/VA/bill/SJR300/2019,2019-01-22,Passed by indefinitely in Privileges and Elections (12-Y 1-N 1-A)
VA,SJR51,Constitutional amendment (first resolution); Virginia Redistricting Commission. Establishes the Virginia Redistricting Commission to redraw congressional and General Assembly district boundaries after each decennial census. Appointments to the 13-mem...,Intro,https://legiscan.com/VA/bill/SJR51/2019,2018-11-30,To Senate Privileges and Elections Committee
VA,HJR582,Constitutional amendment (first resolution); Virginia Redistricting Commission. Establishes the Virginia Redistricting Commission to redraw congressional and General Assembly district boundaries after each decennial census. Appointments to the 13-mem...,Intro,https://legiscan.com/VA/bill/HJR582/2019,2019-02-05,To House Privileges and Elections Committee
TX,HB3421,Relating to the Independent Citizen Redistricting Commission.,Intro,https://legiscan.com/TX/bill/HB3421/2019,2019-04-04,To House Redistricting Committee
ND,2324,"A BILL for an Act to create and enact a new section to chapter 54-03 of the North Dakota Century Code, relating to a nonpartisan, advisory redistricting commission.",Intro,https://legiscan.com/ND/bill/2324/2019,2019-02-11,"Second reading, failed to pass, yeas 10 nays 36"
MN,SF2233,Constitutional amendment establishing a redistricting commission to adopt congressional and legislative boundaries following each decennial census,Intro,https://legiscan.com/MN/bill/SF2233/2019,2019-03-21,To Senate State Government Finance and Policy and Elections Committee
TX,HB104,Relating to the inclusion of an incarcerated person in the population data used for redistricting according to the person's last residence before incarceration.,Intro,https://legiscan.com/TX/bill/HB104/2019,2019-04-04,To House Redistricting Committee
IL,HB2624,"Amends the Metropolitan Water Reclamation District Act. Provides that the board of commissioners of the Water Reclamation District of Greater Chicago shall: on or before July 1, 2021, divide the Water Reclamation District of Greater Chicago into 9 co...",Intro,https://legiscan.com/IL/bill/HB2624/2019,2019-04-12,To House Rules Committee
GA,HB283,"A BILL to be entitled an Act to enact the Georgia Voting Rights Act; to amend Chapter 2 of Title 21 of the O.C.G.A., relating to elections and primaries generally, so as to change the date of the nonpartisan election; to amend Title 28 of the O.C.G.A...",Intro,https://legiscan.com/GA/bill/HB283/2019,2019-02-14,To House Governmental Affairs Committee
NE,LB67,"Change provisions relating to determination of municipality population thresholds and references to cities, villages, and governing bodies",Pass,https://legiscan.com/NE/bill/LB67/2019,2019-03-06,"Approved by Governor on March 06, 2019"
KY,SB214,"Amend KRS 5.005 to change the jurisdiction and venue for challenging legislative districts from Franklin Circuit Court to a panel of three Circuit Judges, and to establish procedures for selecting the panel and reviewing challenges.",Pass,https://legiscan.com/KY/bill/SB214/2019,2019-03-26,signed by Governor (KY Acts ch. 122)
RI,H5513,Requires that the state use the actual residences of persons in government custody for census and redistricting purposes.,Intro,https://legiscan.com/RI/bill/H5513/2019,2019-04-03,To House Judiciary Committee
US,SB949,For the People Act of 2019,Intro,https://legiscan.com/US/bill/SB949/2019,2019-03-28,To Senate Finance Committee
KY,HB6,"Create a new section of KRS Chapter 196 to require the Kentucky Department of Corrections to create and maintain a database of information on incarcerated persons, including last known address, and to report that information to the Legislative Resear...",Intro,https://legiscan.com/KY/bill/HB6/2019,2019-01-10,"To House Elections, Const. Amendments & Intergovernmental Affairs Committee"
MA,S422,"For legislation to ensure a complete, accurate, and equitable census count. Election Laws.",Intro,https://legiscan.com/MA/bill/S422/2019,2019-01-22,To Joint Election Laws Committee
IL,HB3800,"Appropriates various amounts to the President of the Senate and the Speaker of the House of Representatives for General Assembly operations. Effective July 1, 2019.",Intro,https://legiscan.com/IL/bill/HB3800/2019,2019-03-19,To House Appropriations-General Service Committee
MD,SB1050,Establishing the composition of the sixth and eighth districts in the State of Maryland for the election of members to the United States House of Representatives based on the recommendations made by the Emergency Commission on Sixth Congressional Dis...,Intro,https://legiscan.com/MD/bill/SB1050/2019,2019-03-28,Referred Senate Rules
MD,HB1430,Establishing the composition of the sixth and eighth districts in the State of Maryland for the election of members to the United States House of Representatives based on the recommendations made by the Emergency Commission on Sixth Congressional Dis...,Intro,https://legiscan.com/MD/bill/HB1430/2019,2019-03-28,Referred House Rules and Executive Nominations
US,HB1,"For the People Act of 2019 This bill addresses voter access, election integrity, election security, political spending, and ethics for the three branches of government. Specifically, the bill expands voter registration and voting access, makes Electi...",Engross,https://legiscan.com/US/bill/HB1/2019,2019-03-14,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 39.
MD,HJ3,"Stating that the redistricting standards for State legislative districts in Article III, Section 4 of the Maryland Constitution should be applied also to congressional districts.",Intro,https://legiscan.com/MD/bill/HJ3/2019,2019-03-14,Unfavorable Report by House Rules and Executive Nominations
AL,SB3,"Legislative procedure, redistricting bills, exempt from requirement that bill must be read at length prior to final passage, const. amend.",Intro,https://legiscan.com/AL/bill/SB3/2019,2019-03-19,Pending third reading on day 3 Favorable from Governmental Affairs
TX,HB4564,Relating to establishing principles to govern redistricting plans enacted by the legislature.,Intro,https://legiscan.com/TX/bill/HB4564/2019,2019-04-04,To House Redistricting Committee
LA,HB46,Provides relative to the allocation of incarcerated persons for the purposes of all redistricting by the legislature,Intro,https://legiscan.com/LA/bill/HB46/2019,2019-04-08,To House House and Governmental Affairs Committee
WV,HJR6,The purpose of this resolution is to propose an amendment to the State Constitution that would allow citizens to participate directly in the formation of legislative districts by creating a nonpartisan citizen commission which will hold public hearin...,Intro,https://legiscan.com/WV/bill/HJR6/2019,2019-01-09,To House Judiciary Committee
MS,HB711,"An Act To Amend Section 23-15-171, Mississippi Code Of 1972, To Provide That Municipal Primary Elections Shall Be Held On The First Tuesday After The First Monday Of August 2021, And Every Four Years Thereafter; To Amend Section 23-15-173, Mississipp...",Fail,https://legiscan.com/MS/bill/HB711/2019,2019-02-05,Died In Committee
MO,HJR46,Modifies provisions for redistricting and lobbying,Intro,https://legiscan.com/MO/bill/HJR46/2019,2019-04-16,HCS Reported Do Pass (H)
NC,H519,Revise W-S Charter/Elections/Redistricting,Intro,https://legiscan.com/NC/bill/H519/2019,2019-04-01,To House Redistricting Committee
MI,HR0017,"A resolution authorizing the Speaker to act on behalf of the House of Representatives in League of Women Voters of Michigan, et al v. Jocelyn Benson.",Pass,https://legiscan.com/MI/bill/HR0017/2019,2019-02-05,Adopted
MN,SF903,Legislature size reduction,Intro,https://legiscan.com/MN/bill/SF903/2019,2019-02-07,To Senate State Government Finance and Policy and Elections Committee
NH,HB603,Relative to procedures for apportioning electoral districts.,Intro,https://legiscan.com/NH/bill/HB603/2019,2019-02-13,Retained in Committee
MT,SB309,Revise the establishment of PSC districts,Intro,https://legiscan.com/MT/bill/SB309/2019,2019-03-01,(S) Missed Deadline for General Bill Transmittal
AR,SB71,"To Clarify The Procedure For The Appointment Of Members Of The State Highway Commission As Set Out In Arkansas Constitution, Amendment 42.",Pass,https://legiscan.com/AR/bill/SB71/2019,2019-03-11,Notification that SB71 is now Act 331
ID,H0255,APPROPRIATIONS -- LEGISLATIVE BRANCH -- Relates to the appropriation to the Legislative Branch for fiscal year 2020.,Pass,https://legiscan.com/ID/bill/H0255/2019,2019-03-26,"Reported Signed by Governor on March 26, 2019 Session Law Chapter 228 Effective: 07/01/2019"
NC,H503,Stagger Terms/County Commissioners/Wake Co,Intro,https://legiscan.com/NC/bill/H503/2019,2019-04-01,"To House Rules, Calendar, and Operations of the House Committee"
MS,JR202,"A Joint Resolution To Amend Chapter 2234, Laws Of 2012, To Revise The Composition Of Mississippi State Senate Districts 13 And 22; And For Related Purposes.",Pass,https://legiscan.com/MS/bill/JR202/2019,2019-04-03,Enrolled Bill Signed
MI,SR0006,"A resolution to authorize the Senate Majority Leader to engage counsel to file a motion on behalf of the Senate to intervene in League of Women Voters of Michigan, et al v. Jocelyn Benson.",Pass,https://legiscan.com/MI/bill/SR0006/2019,2019-01-23,Adopted
WA,HB1396,Concerning redistricting.,Intro,https://legiscan.com/WA/bill/HB1396/2019,2019-01-21,To House State Government & Tribal Relations Committee
US,HB2057,FAIR Map Act Fair And Inclusive Redistricting Map Act,Intro,https://legiscan.com/US/bill/HB2057/2019,2019-04-03,To House Judiciary Committee
VA,SB1003,"Congressional and state legislative districts. Provides criteria for the General Assembly to observe in drawing districts, including respect for political boundaries, equal population, racial and ethnic fairness, contiguity, compactness, and communit...",Intro,https://legiscan.com/VA/bill/SB1003/2019,2019-01-22,Passed by indefinitely in Privileges and Elections (12-Y 2-N)
CA,AB946,Political Reform Act of 1974.,Engross,https://legiscan.com/CA/bill/AB946/2019,2019-04-04,To Senate Rules Committee
MN,HF1603,"Election and campaign finance; various policy and technical changes made, automatic voter registration provided, voting rights of persons with felony convictions restored, early voting provided, automatic absentee ballot delivery authorized, ranked-c...",Intro,https://legiscan.com/MN/bill/HF1603/2019,2019-03-28,To House State Government Finance Committee
MT,SB246,Revise laws related to the Public Service Commission,Intro,https://legiscan.com/MT/bill/SB246/2019,2019-04-01,(S) Missed Deadline for Revenue Bill Transmittal
IL,HB3535,"Amends the Election Code. Changes signature requirements for new political parties and independent candidates so the amounts are equal to those required for established political parties, irrespective of party affiliation.",Intro,https://legiscan.com/IL/bill/HB3535/2019,2019-03-29,To House Rules Committee
IL,HB3828,"Amends the Election Code. Changes signature requirements for new political parties and independent candidates so the amounts are equal to those required for established political parties, irrespective of party affiliation.",Intro,https://legiscan.com/IL/bill/HB3828/2019,2019-04-04,Added Chief Co-Sponsor Rep. David A. Welter
MN,HF2599,"Metropolitan Council governance modified, and Transportation Advisory Board eliminated.",Intro,https://legiscan.com/MN/bill/HF2599/2019,2019-03-18,To House Government Operations Committee
IL,SB0141,Amends the Election Code. Provides that petitions to constitute a new political party in the State and nomination petitions for independent candidates must be signed by a number of qualified voters at least equal to the minimum petition signature req...,Intro,https://legiscan.com/IL/bill/SB0141/2019,2019-03-28,To Senate Assignments Committee
MN,SF2643,Metropolitan council governance modification; transportation advisory board elimination,Intro,https://legiscan.com/MN/bill/SF2643/2019,2019-03-25,To Senate Transportation Finance and Policy Committee
IL,HB0203,"Creates the No Representation Without Population Act. Provides that the Department of Corrections shall collect and maintain an electronic record of the legal residence, outside of any correctional facility, and other demographic data for each person...",Intro,https://legiscan.com/IL/bill/HB0203/2019,2019-03-29,To House Rules Committee
VA,HB2200,Voter referendum; independent redistricting commission. Provides for a statewide referendum on the question of whether there should be an independent redistricting commission established in Virginia for the purpose of drawing the district maps for th...,Intro,https://legiscan.com/VA/bill/HB2200/2019,2019-02-05,To House Privileges and Elections Committee
WA,SB5266,Concerning timely elections for governing body members in jurisdictions modifying districting plans under the Washington voting rights act.,Engross,https://legiscan.com/WA/bill/SB5266/2019,2019-04-12,"Third reading, passed; yeas, 60; nays, 38; absent, 0; excused, 0."
MA,S410,For legislation relative to town committee elections and membership. Election Laws.,Intro,https://legiscan.com/MA/bill/S410/2019,2019-01-22,To Joint Election Laws Committee
NE,LR12CA,Constitutional amendment to change legislators' salaries,Intro,https://legiscan.com/NE/bill/LR12CA/2019,2019-01-30,To Legislature Executive Board Committee
MS,JR1,"A Joint Resolution To Amend The Composition Of Mississippi State Senate Districts 22 And 23 As Established In Joint Resolution 201, 2012 Regular Session; And For Related Purposes.",Fail,https://legiscan.com/MS/bill/JR1/2019,2019-03-29,Died In Committee
MS,JR201,"A Joint Resolution To Amend Chapter 2234, General Laws Of 2012, To Revise The Composition Of Mississippi State Senate Districts 22 And 23 As Established In Joint Resolution 201, 2012 Regular Session; And For Related Purposes.",Fail,https://legiscan.com/MS/bill/JR201/2019,2019-03-29,Died In Committee
GA,SB213,"A BILL to be entitled an Act to amend Article 2 of Chapter 5 of Title 21 of the Official Code of Georgia Annotated, relating to campaign contributions, so as to revise the content of and certain reporting times for certain campaign disclosure reports...",Enroll,https://legiscan.com/GA/bill/SB213/2019,2019-04-09,Senate Sent to Governor
IL,HB0910,Amends the Illinois Local Library Act. Provides that a proposition for the appointed Aurora Public Library board to be changed to an elected board shall be submitted by referendum to the voters of the City of Aurora either by ordinance of the city co...,Engross,https://legiscan.com/IL/bill/HB0910/2019,2019-04-10,To Senate Assignments Committee
NJ,S758,Requires incarcerated individual from State to be counted at residential address for legislative redistricting purposes.,Engross,https://legiscan.com/NJ/bill/S758/2018,2019-02-25,To Assembly State and Local Government Committee
NJ,A1987,Requires incarcerated individual from State to be counted at residential address for legislative redistricting purposes.,Intro,https://legiscan.com/NJ/bill/A1987/2018,2018-01-09,To Assembly State and Local Government Committee
CT,HJ00016,To establish an independent commission as the sole authority on legislative redistricting.,Intro,https://legiscan.com/CT/bill/HJ00016/2019,2019-01-17,To Joint Government Administration and Elections Committee
CT,HJ00058,To establish an independent nonpartisan commission as the sole authority on legislative redistricting.,Intro,https://legiscan.com/CT/bill/HJ00058/2019,2019-01-28,To Joint Government Administration and Elections Committee
TN,SB0230,"As introduced, requires the senate judiciary committee and the house civil justice committee to conduct at least one joint, public hearing on the judicial redistricting plan proposed by the advisory task force to review composition of judicial distri...",Intro,https://legiscan.com/TN/bill/SB0230/2019,2019-02-05,Withdrawn.
